Trade Date;Close
20/12/2017;11.51
21/12/2017;11.55
22/12/2017;11.52
27/12/2017;11.55
28/12/2017;11.54
29/12/2017;11.55
2/1/2018;11.55
3/1/2018;11.61
4/1/2018;11.78
5/1/2018;11.91
8/1/2018;11.97
9/1/2018;11.99
10/1/2018;11.95
11/1/2018;11.82
12/1/2018;11.82
15/1/2018;11.83
16/1/2018;11.93
17/1/2018;11.97
18/1/2018;11.93
19/1/2018;11.89
22/1/2018;11.9
23/1/2018;11.96
24/1/2018;11.99
25/1/2018;11.98
26/1/2018;12.02
29/1/2018;12.01
30/1/2018;11.98
31/1/2018;11.92
1/2/2018;11.94
2/2/2018;11.95
5/2/2018;11.9
6/2/2018;11.86
7/2/2018;11.93
8/2/2018;11.79
9/2/2018;11.53
12/2/2018;11.35
13/2/2018;11.24
14/2/2018;11.13
15/2/2018;11.21
16/2/2018;11.31
20/2/2018;11.17
21/2/2018;11.14
22/2/2018;11.19
23/2/2018;11.16
26/2/2018;11.16
27/2/2018;11.19
28/2/2018;11.15
1/3/2018;11.09
2/3/2018;11.17
5/3/2018;11.15
6/3/2018;11.19
7/3/2018;11.25
8/3/2018;11.36
9/3/2018;11.38
12/3/2018;11.42
13/3/2018;11.47
14/3/2018;11.45
15/3/2018;11.41
16/3/2018;11.43
19/3/2018;11.42
20/3/2018;11.43
21/3/2018;11.41
22/3/2018;11.37
23/3/2018;11.31
26/3/2018;11.28
27/3/2018;11.33
28/3/2018;11.34
29/3/2018;11.4
30/3/2018;11.4
2/4/2018;11.41
3/4/2018;11.46
4/4/2018;11.59
5/4/2018;11.67
10/4/2018;11.64
11/4/2018;11.6
12/4/2018;11.64
13/4/2018;11.57
16/4/2018;11.59
17/4/2018;11.61
18/4/2018;11.63
19/4/2018;11.59
20/4/2018;11.58
23/4/2018;11.59
24/4/2018;11.63
25/4/2018;11.64
26/4/2018;11.65
27/4/2018;11.66
30/4/2018;11.72
2/5/2018;11.66
3/5/2018;11.6
4/5/2018;11.5
7/5/2018;11.5
8/5/2018;11.46
9/5/2018;11.44
10/5/2018;11.51
11/5/2018;11.57
14/5/2018;11.55
15/5/2018;11.49
16/5/2018;11.28
17/5/2018;11.25
18/5/2018;11.17
21/5/2018;11.22
22/5/2018;11.35
23/5/2018;11.36
24/5/2018;11.47
25/5/2018;11.35
29/5/2018;11.07
30/5/2018;11.19
31/5/2018;11.22
1/6/2018;11.24
4/6/2018;11.28
5/6/2018;11.24
6/6/2018;11.16
7/6/2018;11.18
8/6/2018;11.09
11/6/2018;11.27
12/6/2018;11.23
13/6/2018;11.17
14/6/2018;11.16
15/6/2018;11.22
18/6/2018;11.28
19/6/2018;11.32
20/6/2018;11.34
21/6/2018;11.37
22/6/2018;11.52
25/6/2018;11.53
26/6/2018;11.55
27/6/2018;11.59
28/6/2018;11.59
29/6/2018;11.67
2/7/2018;11.66
3/7/2018;11.67
4/7/2018;11.67
5/7/2018;11.59
6/7/2018;11.65
9/7/2018;11.76
10/7/2018;11.79
11/7/2018;11.75
12/7/2018;11.76
13/7/2018;11.76
16/7/2018;11.75
17/7/2018;11.76
18/7/2018;11.75
19/7/2018;11.74
20/7/2018;11.73
23/7/2018;11.75
24/7/2018;11.75
25/7/2018;11.77
26/7/2018;11.75
27/7/2018;11.76
30/7/2018;11.73
31/7/2018;11.64
2/8/2018;11.52
3/8/2018;11.51
6/8/2018;11.59
7/8/2018;11.59
8/8/2018;11.59
9/8/2018;11.5
10/8/2018;11.42
13/8/2018;11.36
14/8/2018;11.38
16/8/2018;11.34
17/8/2018;11.34
20/8/2018;11.34
21/8/2018;11.39
22/8/2018;11.41
23/8/2018;11.42
24/8/2018;11.42
27/8/2018;11.42
28/8/2018;11.43
29/8/2018;11.41
30/8/2018;11.3
31/8/2018;11.27
3/9/2018;11.25
4/9/2018;11.17
5/9/2018;11.16
6/9/2018;11.27
7/9/2018;11.32
10/9/2018;11.39
11/9/2018;11.47
12/9/2018;11.47
13/9/2018;11.53
14/9/2018;11.5
17/9/2018;11.53
18/9/2018;11.51
19/9/2018;11.5
20/9/2018;11.52
21/9/2018;11.53
24/9/2018;11.51
25/9/2018;11.56
26/9/2018;11.59
27/9/2018;11.59
28/9/2018;11.5
1/10/2018;11.47
2/10/2018;11.42
3/10/2018;11.34
4/10/2018;11.29
5/10/2018;11.29
8/10/2018;11.18
9/10/2018;11.24
10/10/2018;11.33
11/10/2018;11.29
12/10/2018;11.37
15/10/2018;11.39
16/10/2018;11.47
17/10/2018;11.45
18/10/2018;11.36
19/10/2018;11.42
22/10/2018;11.46
23/10/2018;11.45
24/10/2018;11.46
25/10/2018;11.49
26/10/2018;11.45
29/10/2018;11.52
30/10/2018;11.48
31/10/2018;11.48
1/11/2018;11.48
2/11/2018;11.44
6/11/2018;11.41
7/11/2018;11.44
8/11/2018;11.43
9/11/2018;11.39
12/11/2018;11.38
13/11/2018;11.36
14/11/2018;11.32
15/11/2018;11.28
16/11/2018;11.29
19/11/2018;11.3
20/11/2018;11.21
21/11/2018;11.24
22/11/2018;11.29
23/11/2018;11.31
26/11/2018;11.4
27/11/2018;11.41
28/11/2018;11.44
29/11/2018;11.5
30/11/2018;11.51
3/12/2018;11.57
4/12/2018;11.53
5/12/2018;11.57
6/12/2018;11.51
7/12/2018;11.52
10/12/2018;11.51
11/12/2018;11.52
12/12/2018;11.54
13/12/2018;11.56
14/12/2018;11.56
17/12/2018;11.52
18/12/2018;11.5
19/12/2018;11.57
20/12/2018;11.58
24/12/2018;11.51
27/12/2018;11.54
28/12/2018;11.55
31/12/2018;11.54
2/1/2019;11.55
3/1/2019;11.53
4/1/2019;11.54
7/1/2019;11.57
8/1/2019;11.6
9/1/2019;11.62
10/1/2019;11.59
11/1/2019;11.61
14/1/2019;11.6
15/1/2019;11.63
16/1/2019;11.66
17/1/2019;11.67
18/1/2019;11.7
21/1/2019;11.73
22/1/2019;11.73
23/1/2019;11.68
24/1/2019;11.7
25/1/2019;11.74
28/1/2019;11.77
30/1/2019;11.88
31/1/2019;11.93
1/2/2019;11.9
4/2/2019;11.91
5/2/2019;11.94
6/2/2019;11.95
7/2/2019;11.9
8/2/2019;11.9
11/2/2019;11.91
12/2/2019;11.96
13/2/2019;11.98
14/2/2019;12
15/2/2019;12.01
18/2/2019;12.06
19/2/2019;12.07
20/2/2019;12.09
21/2/2019;12.08
22/2/2019;12.07
25/2/2019;12.1
26/2/2019;12.15
27/2/2019;12.17
28/2/2019;12.21
1/3/2019;12.21
4/3/2019;12.2
5/3/2019;12.18
6/3/2019;12.13
7/3/2019;12.05
8/3/2019;12.06
12/3/2019;12.19
13/3/2019;12.23
14/3/2019;12.25
15/3/2019;12.28
18/3/2019;12.34
19/3/2019;12.34
20/3/2019;12.32
22/3/2019;12.32
26/3/2019;12.3
27/3/2019;12.31
28/3/2019;12.31
29/3/2019;12.35
1/4/2019;12.38
2/4/2019;12.39
3/4/2019;12.42
4/4/2019;12.45
5/4/2019;12.54
8/4/2019;12.57
9/4/2019;12.58
10/4/2019;12.63
11/4/2019;12.7
12/4/2019;12.74
15/4/2019;12.76
16/4/2019;12.76
17/4/2019;12.74
18/4/2019;12.75
19/4/2019;12.75
22/4/2019;12.76
23/4/2019;12.75
24/4/2019;12.77
25/4/2019;12.77
30/4/2019;12.7
2/5/2019;12.72
3/5/2019;12.73
6/5/2019;12.73
7/5/2019;12.73
8/5/2019;12.64
9/5/2019;12.54
10/5/2019;12.57
13/5/2019;12.52
14/5/2019;12.54
15/5/2019;12.54
16/5/2019;12.63
17/5/2019;12.67
20/5/2019;12.7
21/5/2019;12.73
22/5/2019;12.69
23/5/2019;12.65
24/5/2019;12.7
27/5/2019;12.89
28/5/2019;12.87
29/5/2019;12.94
30/5/2019;13.05
31/5/2019;13.23
3/6/2019;13.31
4/6/2019;13.26
5/6/2019;13.25
6/6/2019;13.28
7/6/2019;13.38
10/6/2019;13.38
11/6/2019;13.44
12/6/2019;13.47
13/6/2019;13.57
14/6/2019;13.58
18/6/2019;13.76
19/6/2019;13.78
20/6/2019;13.71
21/6/2019;13.69
24/6/2019;13.83
25/6/2019;13.8
26/6/2019;13.84
27/6/2019;13.84
28/6/2019;13.86
1/7/2019;14
2/7/2019;14.12
3/7/2019;14.27
4/7/2019;14.26
5/7/2019;14.17
8/7/2019;14.18
9/7/2019;14.05
10/7/2019;13.95
11/7/2019;14
12/7/2019;13.93
15/7/2019;13.98
16/7/2019;14.06
17/7/2019;14.07
18/7/2019;14.18
19/7/2019;14.17
22/7/2019;14.22
23/7/2019;14.29
24/7/2019;14.34
25/7/2019;14.33
26/7/2019;14.27
29/7/2019;14.28
30/7/2019;14.24
31/7/2019;14.27
1/8/2019;14.24
5/8/2019;14.25
6/8/2019;14.24
7/8/2019;14.31
8/8/2019;14.25
9/8/2019;14.15
12/8/2019;14.1
13/8/2019;14.15
14/8/2019;14.26
16/8/2019;14.33
19/8/2019;14.27
20/8/2019;14.3
21/8/2019;14.31
22/8/2019;14.34
23/8/2019;14.34
26/8/2019;14.35
27/8/2019;14.49
28/8/2019;14.63
29/8/2019;14.84
30/8/2019;14.8
2/9/2019;14.81
3/9/2019;14.81
4/9/2019;14.87
5/9/2019;14.86
6/9/2019;14.87
9/9/2019;14.86
10/9/2019;14.8
11/9/2019;14.79
12/9/2019;14.94
13/9/2019;14.89
16/9/2019;14.95
17/9/2019;14.99
18/9/2019;15.13
19/9/2019;15.16
20/9/2019;15.21
23/9/2019;15.22
24/9/2019;15.23
25/9/2019;15.22
26/9/2019;15.21
27/9/2019;15.2
30/9/2019;15.16
1/10/2019;15.11
2/10/2019;15.09
3/10/2019;15.11
4/10/2019;15.12
7/10/2019;15.08
8/10/2019;15.04
9/10/2019;15.05
10/10/2019;15.03
11/10/2019;15.03
14/10/2019;15.04
15/10/2019;15.07
16/10/2019;15.09
17/10/2019;15.09
18/10/2019;15.17
21/10/2019;15.15
22/10/2019;15.21
23/10/2019;15.26
24/10/2019;15.32
25/10/2019;15.35
29/10/2019;15.33
30/10/2019;15.37
31/10/2019;15.42
1/11/2019;15.38
4/11/2019;15.38
5/11/2019;15.36
6/11/2019;15.37
7/11/2019;15.28
8/11/2019;15.16
11/11/2019;15.14
12/11/2019;15.1
13/11/2019;15.1
14/11/2019;15.02
15/11/2019;14.99
18/11/2019;15.03
19/11/2019;15.02
20/11/2019;15.06
21/11/2019;15.07
22/11/2019;15.09
25/11/2019;15.15
26/11/2019;15.14
27/11/2019;15.07
28/11/2019;15.06
29/11/2019;15.04
2/12/2019;14.96
3/12/2019;14.91
4/12/2019;14.94
5/12/2019;14.94
6/12/2019;14.95
9/12/2019;15.11
10/12/2019;15.13
11/12/2019;15.14
12/12/2019;15.18
13/12/2019;15.17
16/12/2019;15.19
17/12/2019;15.18
18/12/2019;15.27
19/12/2019;15.14
20/12/2019;15.09
23/12/2019;15.09
24/12/2019;15.08
27/12/2019;15.1
30/12/2019;15.1
31/12/2019;15.09
1/1/2020;15.09
3/1/2020;15.14
7/1/2020;15.15
8/1/2020;15.15
10/1/2020;15.2
13/1/2020;15.17
14/1/2020;15.15
15/1/2020;15.16
16/1/2020;15.14
17/1/2020;15.14
20/1/2020;15.15
21/1/2020;15.23
22/1/2020;15.24
23/1/2020;15.27
24/1/2020;15.3
27/1/2020;15.47
28/1/2020;15.45
29/1/2020;15.47
30/1/2020;15.49
31/1/2020;15.5
3/2/2020;15.48
4/2/2020;15.51
5/2/2020;15.53
6/2/2020;15.59
7/2/2020;15.69
10/2/2020;15.74
11/2/2020;15.72
12/2/2020;15.81
13/2/2020;15.86
14/2/2020;15.86
17/2/2020;15.86
18/2/2020;15.83
19/2/2020;15.83
20/2/2020;15.83
21/2/2020;15.85
24/2/2020;15.79
25/2/2020;15.73
26/2/2020;15.6
27/2/2020;15.5
28/2/2020;15.41
3/3/2020;15.53
4/3/2020;15.56
5/3/2020;15.49
6/3/2020;15.33
9/3/2020;14.82
10/3/2020;15.08
11/3/2020;15.22
12/3/2020;14.78
13/3/2020;14.76
16/3/2020;14.03
17/3/2020;13.08
18/3/2020;12.77
19/3/2020;14.39
20/3/2020;14.32
23/3/2020;14.27
24/3/2020;14.34
26/3/2020;15.34
27/3/2020;15.43
30/3/2020;15.35
31/3/2020;15.34
1/4/2020;15.18
2/4/2020;15.17
3/4/2020;15.01
6/4/2020;15.06
7/4/2020;15.13
8/4/2020;15.15
9/4/2020;15.2
10/4/2020;15.2
13/4/2020;15.21
14/4/2020;15.05
15/4/2020;14.89
16/4/2020;14.82
21/4/2020;14.45
22/4/2020;14.34
23/4/2020;14.54
24/4/2020;14.58
27/4/2020;14.7
28/4/2020;14.77
29/4/2020;14.77
30/4/2020;14.8
4/5/2020;14.8
5/5/2020;14.76
6/5/2020;14.78
7/5/2020;14.76
8/5/2020;14.76
11/5/2020;14.79
12/5/2020;14.8
13/5/2020;14.87
14/5/2020;14.92
15/5/2020;14.93
18/5/2020;15.01
19/5/2020;15.16
20/5/2020;15.22
21/5/2020;15.3
22/5/2020;15.35
25/5/2020;15.39
26/5/2020;15.42
27/5/2020;15.52
28/5/2020;15.6
29/5/2020;15.57
1/6/2020;15.58
2/6/2020;15.59
3/6/2020;15.57
4/6/2020;15.72
5/6/2020;15.79
9/6/2020;15.65
10/6/2020;15.72
11/6/2020;15.79
12/6/2020;15.85
15/6/2020;15.92
16/6/2020;15.99
17/6/2020;15.98
18/6/2020;15.96
19/6/2020;15.97
22/6/2020;15.96
23/6/2020;15.94
24/6/2020;15.96
25/6/2020;15.92
26/6/2020;15.97
29/6/2020;15.98
30/6/2020;16.05
1/7/2020;16.12
2/7/2020;16.13
3/7/2020;16.16
6/7/2020;16.16
7/7/2020;16.21
8/7/2020;16.22
9/7/2020;16.23
10/7/2020;16.09
13/7/2020;16.07
14/7/2020;15.98
15/7/2020;15.94
16/7/2020;15.95
17/7/2020;16.02
20/7/2020;16.08
21/7/2020;16.11
22/7/2020;16.12
23/7/2020;16.2
24/7/2020;16.19
27/7/2020;16.19
28/7/2020;16.19
29/7/2020;16.2
30/7/2020;16.21
31/7/2020;16.17
3/8/2020;16.17
4/8/2020;16.23
5/8/2020;16.23
6/8/2020;16.25
7/8/2020;16.26
10/8/2020;16.22
11/8/2020;16.2
12/8/2020;16.17
13/8/2020;16.11
14/8/2020;16.09
17/8/2020;16.12
18/8/2020;16.13
19/8/2020;16.13
20/8/2020;16.12
21/8/2020;16.13
24/8/2020;16.13
25/8/2020;16.11
26/8/2020;16.1
27/8/2020;16.1
28/8/2020;16.1
31/8/2020;16.1
1/9/2020;16.04
2/9/2020;16.06
3/9/2020;16.08
4/9/2020;16.08
7/9/2020;16.07
8/9/2020;16.06
9/9/2020;16.09
10/9/2020;16.12
11/9/2020;16.16
14/9/2020;16.2
15/9/2020;16.2
16/9/2020;16.23
17/9/2020;16.23
18/9/2020;16.22
21/9/2020;16.23
22/9/2020;16.25
23/9/2020;16.32
24/9/2020;16.32
25/9/2020;16.31
28/9/2020;16.3
29/9/2020;16.3
30/9/2020;16.32
1/10/2020;16.32
2/10/2020;16.38
5/10/2020;16.39
6/10/2020;16.37
7/10/2020;16.42
8/10/2020;16.5
9/10/2020;16.5
12/10/2020;16.6
13/10/2020;16.65
14/10/2020;16.67
15/10/2020;16.61
16/10/2020;16.66
19/10/2020;16.61
20/10/2020;16.56
21/10/2020;16.46
22/10/2020;16.44
23/10/2020;16.45
26/10/2020;16.46
27/10/2020;16.41
29/10/2020;16.38
30/10/2020;16.4
2/11/2020;16.41
3/11/2020;16.48
4/11/2020;16.52
5/11/2020;16.56
6/11/2020;16.57
9/11/2020;16.51
10/11/2020;16.56
11/11/2020;16.59
12/11/2020;16.61
13/11/2020;16.66
16/11/2020;16.72
17/11/2020;16.79
19/11/2020;16.76
20/11/2020;16.76
23/11/2020;16.79
24/11/2020;16.79
25/11/2020;16.77
26/11/2020;16.78
27/11/2020;16.79
30/11/2020;16.82
1/12/2020;16.78
2/12/2020;16.71
3/12/2020;16.75
4/12/2020;16.76
7/12/2020;16.76
8/12/2020;16.75
9/12/2020;16.79
10/12/2020;16.78
11/12/2020;16.8
14/12/2020;16.8
15/12/2020;16.85
16/12/2020;16.83
17/12/2020;16.82
18/12/2020;16.73
21/12/2020;16.72
22/12/2020;16.71
23/12/2020;16.72
24/12/2020;16.72
28/12/2020;16.72
29/12/2020;16.73
30/12/2020;16.74
31/12/2020;16.74
1/1/2021;16.74
5/1/2021;16.74
7/1/2021;16.72
8/1/2021;16.75
11/1/2021;16.7
12/1/2021;16.63
13/1/2021;16.65
14/1/2021;16.62
15/1/2021;16.67
18/1/2021;16.64
19/1/2021;16.65
20/1/2021;16.72
21/1/2021;16.69
22/1/2021;16.64
25/1/2021;16.66
26/1/2021;16.68
27/1/2021;16.71
28/1/2021;16.69
29/1/2021;16.69
1/2/2021;16.72
2/2/2021;16.71
3/2/2021;16.73
4/2/2021;16.72
5/2/2021;16.69
8/2/2021;16.69
9/2/2021;16.66
10/2/2021;16.65
11/2/2021;16.67
12/2/2021;16.68
15/2/2021;16.66
16/2/2021;16.65
17/2/2021;16.61
18/2/2021;16.52
19/2/2021;16.49
22/2/2021;16.47
23/2/2021;16.42
24/2/2021;16.31
25/2/2021;16.14
26/2/2021;16.16
1/3/2021;16.28
2/3/2021;16.3
3/3/2021;16.3
4/3/2021;16.36
5/3/2021;16.35
8/3/2021;16.37
9/3/2021;16.43
10/3/2021;16.52
11/3/2021;16.58
12/3/2021;16.53
16/3/2021;16.46
17/3/2021;16.32
19/3/2021;16.4
22/3/2021;16.4
23/3/2021;16.45
24/3/2021;16.45
26/3/2021;16.44
29/3/2021;16.43
30/3/2021;16.42
31/3/2021;16.45
1/4/2021;16.49
2/4/2021;16.49
5/4/2021;16.49
6/4/2021;16.46
7/4/2021;16.48
8/4/2021;16.52
9/4/2021;16.47
12/4/2021;16.46
13/4/2021;16.43
14/4/2021;16.42
15/4/2021;16.44
16/4/2021;16.42
19/4/2021;16.44
20/4/2021;16.44
21/4/2021;16.47
22/4/2021;16.49
23/4/2021;16.48
26/4/2021;16.49
27/4/2021;16.5
28/4/2021;16.47
29/4/2021;16.43
5/5/2021;16.43
6/5/2021;16.46
7/5/2021;16.44
10/5/2021;16.45
11/5/2021;16.42
12/5/2021;16.4
13/5/2021;16.38
14/5/2021;16.37
17/5/2021;16.34
18/5/2021;16.37
19/5/2021;16.36
20/5/2021;16.42
21/5/2021;16.48
24/5/2021;16.5
25/5/2021;16.56
26/5/2021;16.61
27/5/2021;16.6
28/5/2021;16.63
31/5/2021;16.65
1/6/2021;16.66
2/6/2021;16.67
3/6/2021;16.67
4/6/2021;16.67
7/6/2021;16.68
8/6/2021;16.67
9/6/2021;16.72
10/6/2021;16.78
14/6/2021;16.87
15/6/2021;16.88
16/6/2021;16.89
17/6/2021;16.85
18/6/2021;16.8
22/6/2021;16.76
23/6/2021;16.78
24/6/2021;16.78
25/6/2021;16.75
28/6/2021;16.77
29/6/2021;16.76
30/6/2021;16.78
1/7/2021;16.77
2/7/2021;16.8
5/7/2021;16.8
6/7/2021;16.87
7/7/2021;16.89
9/7/2021;16.85
12/7/2021;16.87
13/7/2021;16.9
14/7/2021;16.91
15/7/2021;16.91
16/7/2021;16.93
19/7/2021;16.94
20/7/2021;16.94
21/7/2021;16.94
22/7/2021;16.96
23/7/2021;16.98
26/7/2021;16.99
27/7/2021;17.01
28/7/2021;17.02
29/7/2021;17.03
30/7/2021;17.04
2/8/2021;17.08
3/8/2021;17.09
4/8/2021;17.11
5/8/2021;17.13
6/8/2021;17.13
10/8/2021;17.15
11/8/2021;17.13
13/8/2021;17.15
16/8/2021;17.16
17/8/2021;17.16
19/8/2021;17.16
20/8/2021;17.17
23/8/2021;17.16
24/8/2021;17.17
25/8/2021;17.1
26/8/2021;17.05
27/8/2021;17.05
30/8/2021;17.05
31/8/2021;16.97
1/9/2021;16.92
2/9/2021;16.95
3/9/2021;16.93
6/9/2021;16.88
7/9/2021;16.81
8/9/2021;16.82
9/9/2021;16.93
10/9/2021;16.93
13/9/2021;16.97
14/9/2021;16.99
16/9/2021;16.97
17/9/2021;16.93
20/9/2021;16.94
21/9/2021;17
22/9/2021;17
23/9/2021;16.98
24/9/2021;16.92
27/9/2021;16.92
28/9/2021;16.9
29/9/2021;16.89
30/9/2021;16.87
1/10/2021;16.91
4/10/2021;16.89
5/10/2021;16.86
6/10/2021;16.81
7/10/2021;16.83
8/10/2021;16.82
11/10/2021;16.79
12/10/2021;16.78
13/10/2021;16.8
14/10/2021;16.84
15/10/2021;16.82
18/10/2021;16.77
19/10/2021;16.73
20/10/2021;16.74
21/10/2021;16.72
22/10/2021;16.71
25/10/2021;16.72
26/10/2021;16.71
27/10/2021;16.73
29/10/2021;16.41
1/11/2021;16.42
2/11/2021;16.53
3/11/2021;16.56
4/11/2021;16.64
5/11/2021;16.67
8/11/2021;16.67
9/11/2021;16.69
10/11/2021;16.63
11/11/2021;16.58
12/11/2021;16.56
15/11/2021;16.55
16/11/2021;16.56
17/11/2021;16.57
18/11/2021;16.61
19/11/2021;16.62
22/11/2021;16.58
23/11/2021;16.48
24/11/2021;16.43
25/11/2021;16.44
26/11/2021;16.5
29/11/2021;16.51
30/11/2021;16.57
1/12/2021;16.66
2/12/2021;16.69
3/12/2021;16.69
6/12/2021;16.63
7/12/2021;16.63
8/12/2021;16.5
9/12/2021;16.51
10/12/2021;16.52
13/12/2021;16.54
14/12/2021;16.55
15/12/2021;16.6
16/12/2021;16.58
17/12/2021;16.6
20/12/2021;16.58
21/12/2021;16.53
22/12/2021;16.5
23/12/2021;16.46
24/12/2021;16.46
28/12/2021;16.48
29/12/2021;16.44
30/12/2021;16.45
31/12/2021;16.45
1/1/2022;16.45
3/1/2022;16.48
4/1/2022;16.51
5/1/2022;16.47
7/1/2022;16.31
10/1/2022;16.25
11/1/2022;16.22
12/1/2022;16.26
13/1/2022;16.27
14/1/2022;16.27
17/1/2022;16.22
18/1/2022;16.19
19/1/2022;16.14
20/1/2022;16.17
21/1/2022;16.17
25/1/2022;16.19
26/1/2022;16.14
27/1/2022;16.12
28/1/2022;16.09
31/1/2022;16.07
1/2/2022;16.02
2/2/2022;16.02
3/2/2022;15.87
4/2/2022;15.5
7/2/2022;15.22
8/2/2022;15.18
9/2/2022;15.24
10/2/2022;15.12
11/2/2022;15.03
14/2/2022;14.98
15/2/2022;14.95
16/2/2022;14.98
17/2/2022;15.03
18/2/2022;15.07
21/2/2022;15.14
22/2/2022;15.11
24/2/2022;15.15
25/2/2022;15.17
28/2/2022;15.2
1/3/2022;15.44
2/3/2022;15.36
3/3/2022;15.34
4/3/2022;15.38
8/3/2022;15.34
9/3/2022;15.3
10/3/2022;15.14
11/3/2022;15.13
14/3/2022;14.99
15/3/2022;15.02
16/3/2022;15.02
17/3/2022;15.05
18/3/2022;15.06
21/3/2022;15.01
22/3/2022;14.98
23/3/2022;14.98
24/3/2022;14.93
28/3/2022;14.93
29/3/2022;15
30/3/2022;15.04
31/3/2022;15.15
1/4/2022;15.12
4/4/2022;15.17
5/4/2022;15.12
6/4/2022;15.09
7/4/2022;15.03
